tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-560,US Open,Hard,128,G,20000828,038,103819,,,Roger Federer,R,185,SUI,19.0554414784,40,892,103193,,,Peter Wessels,R,196,NED,22.3107460643,89,467,4-6 4-6 6-3 7-5 3-4 RET,5,R128,152,15,9,150,85,62,38,25,5,8,15,4,128,81,61,30,24,2,5
2000-560,US Open,Hard,128,G,20000828,106,103507,12,,Juan Carlos Ferrero,R,183,ESP,20.5420944559,12,1619,103819,,,Roger Federer,R,185,SUI,19.0554414784,40,892,7-5 7-6(6) 1-6 7-6(6),5,R32,173,4,10,151,81,55,36,22,3,9,14,7,135,75,60,30,21,8,12
2000-96,Sydney Olympics,Hard,64,A,20000918,057,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,102223,,,Karim Alami,R,185,MAR,27.3210130048,34,968,7-6(2) 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,036,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,102344,,,Karol Kucera,R,188,SVK,26.5434633812,43,854,6-4 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,99,103324,,,Arnaud Di Pasquale,R,185,FRA,21.6016427105,62,663,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,7-6(5) 6-7(7) 6-3,3,BR,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,061,103163,,,Tommy Haas,R,188,GER,22.4613278576,48,814,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,6-3 6-2,3,SF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,050,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,102025,,,Mikael Tillstrom,R,185,SWE,28.5393566051,61,666,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,007,103819,,,Roger Federer,R,185,SUI,19.112936345,36,933,102184,,,David Prinosil,R,185,GER,27.5290896646,60,667,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,
2000-337,Vienna,Hard,32,A,20001009,028,103819,,,Roger Federer,R,185,SUI,19.1704312115,31,1036,101990,,,Richard Krajicek,R,196,NED,28.8432580424,20,1222,6-4 6-3,3,QF,74,6,3,70,40,31,18,10,7,7,12,2,50,33,23,11,9,1,3
2000-337,Vienna,Hard,32,A,20001009,024,103819,,,Roger Federer,R,185,SUI,19.1704312115,31,1036,103018,,Q,Max Mirnyi,R,196,BLR,23.2607802875,43,845,6-3 6-3,3,R16,76,5,1,67,40,29,16,9,7,7,6,3,59,33,26,8,9,0,3
2000-337,Vienna,Hard,32,A,20001009,016,103819,,,Roger Federer,R,185,SUI,19.1704312115,31,1036,102796,2,,Magnus Norman,R,188,SWE,24.3613963039,4,3098,4-6 7-6(4) 6-4,3,R32,147,11,2,107,62,44,21,16,6,10,5,1,121,75,48,24,16,9,13
2000-337,Vienna,Hard,32,A,20001009,030,102450,6,,Tim Henman,R,185,GBR,26.0917180014,10,1722,103819,,,Roger Federer,R,185,SUI,19.1704312115,31,1036,2-6 7-6(4) 6-3,3,SF,129,7,5,105,55,40,24,15,9,12,6,2,78,50,35,22,14,2,4
2000-328,Basel,Carpet,32,A,20001023,025,103819,,,Roger Federer,R,185,SUI,19.2087611225,34,1018,102143,,Q,Nicolas Thomann,R,183,FRA,27.8986995209,185,209,6-4 6-4,3,QF,78,9,0,54,40,30,11,10,1,1,3,1,68,36,26,18,10,3,5
2000-328,Basel,Carpet,32,A,20001023,002,103819,,,Roger Federer,R,185,SUI,19.2087611225,34,1018,103163,,WC,Tommy Haas,R,188,GER,22.5571526352,20,1216,6-3 6-3,3,R32,70,9,0,53,36,26,12,9,1,1,3,5,67,37,25,11,9,3,6
2000-328,Basel,Carpet,32,A,20001023,017,103819,,,Roger Federer,R,185,SUI,19.2087611225,34,1018,102318,,,Andrei Pavel,R,183,ROU,26.7378507871,27,1097,7-6(4) 6-4,3,R16,77,5,1,63,44,35,13,11,0,0,5,3,65,40,29,16,11,0,1
2000-328,Basel,Carpet,32,A,20001023,031,102358,2,,Thomas Enqvist,R,190,SWE,26.6146475017,6,2693,103819,,,Roger Federer,R,185,SUI,19.2087611225,34,1018,6-2 4-6 7-6(4) 1-6 6-1,5,F,176,10,3,151,79,54,43,22,10,14,15,5,137,77,58,31,22,5,10
2000-328,Basel,Carpet,32,A,20001023,029,103819,,,Roger Federer,R,185,SUI,19.2087611225,34,1018,103720,3,,Lleyton Hewitt,R,180,AUS,19.6605065024,9,2262,6-4 5-7 7-6(6),3,SF,151,12,5,116,74,49,23,17,12,16,3,4,107,55,37,31,17,6,10
2000-357,Stuttgart Masters,Hard,48,M,20001030,024,102338,6,,Yevgeny Kafelnikov,R,190,RUS,26.6967830253,5,2841,103819,,,Roger Federer,R,185,SUI,19.227926078,25,1115,7-5 6-3,3,R32,73,3,5,61,21,16,25,11,3,5,7,5,79,46,30,14,10,5,9
2000-357,Stuttgart Masters,Hard,48,M,20001030,008,103819,,,Roger Federer,R,185,SUI,19.227926078,25,1115,102998,,,Jan Michael Gambill,R,190,USA,23.40862423,27,1084,7-6(3) 1-0 RET,3,R64,47,6,3,53,34,24,12,7,1,2,6,0,32,20,18,5,6,0,1
2000-375,Lyon,Carpet,32,A,20001106,014,103819,,,Roger Federer,R,185,SUI,19.2470910335,24,1135,102765,,,Nicolas Escude,R,185,FRA,24.5941136208,38,906,6-3 7-6(3),3,R32,86,2,1,65,35,30,17,10,0,0,5,3,96,47,34,23,11,7,9
2000-375,Lyon,Carpet,32,A,20001106,023,102344,,,Karol Kucera,R,188,SVK,26.6776180698,74,540,103819,,,Roger Federer,R,185,SUI,19.2470910335,24,1135,3-6 6-2 6-1,3,R16,92,4,6,71,37,27,18,12,2,4,3,9,80,35,22,20,12,1,6
2000-352,Paris Masters,Carpet,48,M,20001113,006,103103,,,Dominik Hrbaty,R,183,SVK,22.8583162218,19,1290,103819,,,Roger Federer,R,185,SUI,19.266255989,24,1135,4-6 6-2 6-2,3,R64,87,5,3,79,42,32,22,13,3,4,7,3,90,55,40,13,13,5,9
2000-429,Stockholm,Hard,32,A,20001120,023,103714,,,Andreas Vinciguerra,L,180,SWE,19.7508555784,55,730,103819,7,,Roger Federer,R,185,SUI,19.2854209446,29,1080,7-5 7-6(3),3,R16,84,3,2,68,37,29,21,12,1,2,6,5,90,55,43,12,12,4,6
2000-429,Stockholm,Hard,32,A,20001120,013,103819,7,,Roger Federer,R,185,SUI,19.2854209446,29,1080,104022,,,Mikhail Youzhny,R,183,RUS,18.4065708419,110,359,5-7 6-4 6-3,3,R32,111,10,2,96,61,44,19,16,5,8,0,0,99,50,31,30,15,4,8
2001-338,Sydney,Hard,32,A,20010108,022,103819,,,Roger Federer,R,185,SUI,19.4195756331,30,1080,101820,,,Marc Rosset,R,201,SUI,30.1711156742,29,1090,6-1 6-2,3,R16,45,3,0,43,29,22,10,8,0,0,3,11,40,15,10,9,7,7,11
2001-338,Sydney,Hard,32,A,20010108,027,103206,6,,Sebastien Grosjean,R,175,FRA,22.6146475017,19,1325,103819,,,Roger Federer,R,185,SUI,19.4195756331,30,1080,7-5 6-4,3,QF,87,1,1,88,56,31,17,11,11,15,1,2,67,33,19,16,11,1,7
2001-338,Sydney,Hard,32,A,20010108,012,103819,,,Roger Federer,R,185,SUI,19.4195756331,30,1080,101965,3,,Wayne Ferreira,R,185,RSA,29.3169062286,13,1770,6-3 6-4,3,R32,58,1,1,50,34,23,10,9,1,2,5,3,66,38,21,14,10,4,8
2001-580,Australian Open,Hard,128,G,20010115,067,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,102765,,,Nicolas Escude,R,185,FRA,24.7857631759,46,840,6-1 6-4 6-4,5,R64,105,12,6,104,65,47,21,13,5,6,0,2,80,47,27,20,14,2,7
2001-580,Australian Open,Hard,128,G,20010115,098,103096,15,,Arnaud Clement,R,173,FRA,23.0800821355,18,1360,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,7-6(5) 6-4 6-4,5,R32,128,3,4,101,61,44,24,16,5,8,13,10,118,74,48,18,16,6,11
2001-580,Australian Open,Hard,128,G,20010115,006,103819,,,Roger Federer,R,185,SUI,19.4387405886,29,1080,103324,,,Arnaud Di Pasquale,R,185,FRA,21.9274469541,61,670,6-4 4-6 6-1 7-5,5,R128,132,6,0,120,81,52,25,19,5,8,1,2,124,78,48,23,20,4,10
2001-408,Milan,Carpet,32,A,20010129,030,103819,7,,Roger Federer,R,185,SUI,19.4770704997,27,1080,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.945927447,7,2485,6-2 6-7(4) 6-3,3,SF,110,14,3,88,46,36,22,15,5,7,5,6,97,45,29,23,14,4,9
2001-408,Milan,Carpet,32,A,20010129,027,103819,7,,Roger Federer,R,185,SUI,19.4770704997,27,1080,101964,,WC,Goran Ivanisevic,L,193,CRO,29.3798767967,123,319,6-4 6-4,3,QF,57,8,2,52,31,27,14,10,1,1,7,9,65,33,28,15,10,6,8
2001-408,Milan,Carpet,32,A,20010129,021,103819,7,,Roger Federer,R,185,SUI,19.4770704997,27,1080,102642,,Q,Cyril Saulnier,R,190,FRA,25.4565366188,120,326,2-6 6-3 6-4,3,R16,106,7,9,91,48,37,16,14,1,5,6,1,82,41,27,20,13,6,10
2001-408,Milan,Carpet,32,A,20010129,031,103819,7,,Roger Federer,R,185,SUI,19.4770704997,27,1080,102369,,,Julien Boutter,R,190,FRA,26.8199863107,67,609,6-4 6-7(7) 6-4,3,F,140,7,4,103,57,38,28,16,2,7,7,11,113,66,42,22,16,7,14
2001-408,Milan,Carpet,32,A,20010129,009,103819,7,,Roger Federer,R,185,SUI,19.4770704997,27,1080,102783,,,Rainer Schuettler,R,180,GER,24.7638603696,48,815,6-3 6-4,3,R32,61,2,0,43,23,21,12,9,2,4,1,7,66,25,14,17,10,4,9
2001-D006,Davis Cup WG R1: SUI vs USA,Hard,4,D,20010209,3,103819,,,Roger Federer,R,185,SUI,19.4962354552,22,1195,102998,,,Jan Michael Gambill,R,190,USA,23.6769336071,28,1080,7-5 6-2 4-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,
2001-D006,Davis Cup WG R1: SUI vs USA,Hard,4,D,20010209,1,103819,,,Roger Federer,R,185,SUI,19.4962354552,22,1195,101774,,,Todd Martin,R,198,USA,30.5817932923,37,945,6-4 7-6(3) 4-6 6-1,5,RR,,,,,,,,,,,,,,,,,,,
2001-496,Marseille,Hard,32,A,20010212,009,103819,6,,Roger Federer,R,185,SUI,19.5154004107,23,1135,102642,,WC,Cyril Saulnier,R,190,FRA,25.4948665298,114,341,7-6(7) 6-4,3,R32,89,17,2,76,49,44,10,11,5,6,2,3,60,34,30,14,11,1,3
2001-496,Marseille,Hard,32,A,20010212,021,103819,6,,Roger Federer,R,185,SUI,19.5154004107,23,1135,103184,,Q,Bob Bryan,L,193,USA,22.7926078029,146,273,7-6(1) 6-3,3,R16,66,15,3,64,41,38,12,11,2,2,6,5,62,39,30,9,10,0,1
2001-496,Marseille,Hard,32,A,20010212,030,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.984257358,7,2485,103819,6,,Roger Federer,R,185,SUI,19.5154004107,23,1135,6-7(4) 6-4 6-4,3,SF,126,12,5,122,69,46,29,16,8,10,16,4,93,49,41,22,16,2,6
2001-496,Marseille,Hard,32,A,20010212,027,103819,6,,Roger Federer,R,185,SUI,19.5154004107,23,1135,103356,,,Michel Kratochvil,R,185,SUI,21.8535249829,78,511,6-4 7-6(4),3,QF,88,7,2,77,37,27,26,11,4,5,3,3,65,32,25,19,11,2,4
2001-407,Rotterdam,Hard,32,A,20010219,027,103819,,,Roger Federer,R,185,SUI,19.5345653662,23,1150,102374,3,,Alex Corretja,R,180,ESP,26.8610540726,8,2415,6-4 6-2,3,QF,73,7,2,45,24,18,13,9,1,3,4,6,64,24,15,18,9,6,11
2001-407,Rotterdam,Hard,32,A,20010219,021,103819,,,Roger Federer,R,185,SUI,19.5345653662,23,1150,103206,7,,Sebastien Grosjean,R,175,FRA,22.7296372348,13,1760,4-6 6-3 6-4,3,R16,113,8,6,99,59,45,20,15,8,10,6,2,93,46,35,23,14,7,10
2001-407,Rotterdam,Hard,32,A,20010219,031,102765,,Q,Nicolas Escude,R,185,FRA,24.8815879535,60,725,103819,,,Roger Federer,R,185,SUI,19.5345653662,23,1150,7-5 3-6 7-6(5),3,F,143,8,5,116,63,46,24,16,14,18,11,4,109,55,44,23,17,5,9
2001-407,Rotterdam,Hard,32,A,20010219,030,103819,,,Roger Federer,R,185,SUI,19.5345653662,23,1150,102318,,,Andrei Pavel,R,183,ROU,27.0636550308,24,1130,6-7(4) 6-4 6-0,3,SF,110,13,0,87,53,37,21,14,4,6,8,4,100,67,44,12,14,5,11
2001-407,Rotterdam,Hard,32,A,20010219,010,103819,,,Roger Federer,R,185,SUI,19.5345653662,23,1150,102776,,,Andrew Ilie,R,180,AUS,24.8405201916,42,860,7-6(5) 6-1,3,R32,71,4,2,56,29,22,15,10,1,3,2,0,73,39,22,14,9,3,7
2001-404,Indian Wells Masters,Hard,64,M,20010312,022,103017,,,Nicolas Kiefer,R,183,GER,23.6851471595,43,810,103819,,,Roger Federer,R,185,SUI,19.5920602327,21,1250,3-6 7-5 6-1,3,R64,117,4,5,88,44,30,24,14,7,10,5,4,101,58,38,20,14,13,18
2001-403,Miami Masters,Hard,96,M,20010319,035,103819,24,,Roger Federer,R,185,SUI,19.6112251882,24,1180,101962,,,Younes El Aynaoui,R,193,MAR,29.5167693361,58,695,6-2 6-2,3,R64,56,3,2,48,29,23,12,8,1,1,3,3,45,22,13,9,8,0,4
2001-403,Miami Masters,Hard,96,M,20010319,066,103819,24,,Roger Federer,R,185,SUI,19.6112251882,24,1180,102882,16,,Mark Philippoussis,R,196,AUS,24.3613963039,16,1565,3-6 7-6(4) 6-2,3,R32,112,9,4,85,46,34,22,14,4,7,10,3,101,57,43,14,15,6,10
2001-403,Miami Masters,Hard,96,M,20010319,081,103819,24,,Roger Federer,R,185,SUI,19.6112251882,24,1180,102563,25,,Thomas Johansson,R,180,SWE,25.9876796715,25,1140,7-6(3) 5-7 7-6(7),3,R16,146,13,6,125,74,59,24,18,3,6,11,2,120,65,48,31,18,7,9
2001-403,Miami Masters,Hard,96,M,20010319,089,102158,8,,Patrick Rafter,R,185,AUS,28.2217659138,8,2075,103819,24,,Roger Federer,R,185,SUI,19.6112251882,24,1180,6-3 6-1,3,QF,56,5,3,50,34,30,6,8,2,2,1,6,49,25,16,9,8,4,8
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,20010406,2,102765,,,Nicolas Escude,R,185,FRA,24.9965776865,34,965,103819,,,Roger Federer,R,185,SUI,19.6495550992,21,1290,6-4 6-7(1) 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,20010406,3,103819,,,Roger Federer,R,185,SUI,19.6495550992,21,1290,103096,,,Arnaud Clement,R,173,FRA,23.2908966461,10,2010,6-4 3-6 7-6(5) 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2001-410,Monte Carlo Masters,Clay,64,M,20010416,004,103819,15,,Roger Federer,R,185,SUI,19.6878850103,22,1290,102021,,,Michael Chang,R,175,USA,29.1471594798,33,930,6-4 6-3,3,R64,85,7,2,78,49,33,11,10,10,13,0,5,61,35,21,9,9,5,10
2001-410,Monte Carlo Masters,Clay,64,M,20010416,034,103819,15,,Roger Federer,R,185,SUI,19.6878850103,22,1290,102106,,,Davide Sanguinetti,R,188,ITA,28.6406570842,55,714,7-6(5) 7-6(0),3,R32,104,0,3,91,40,30,28,12,7,10,1,4,78,43,28,20,12,2,5
2001-410,Monte Carlo Masters,Clay,64,M,20010416,049,103819,15,,Roger Federer,R,185,SUI,19.6878850103,22,1290,103324,,,Arnaud Di Pasquale,R,185,FRA,22.1765913758,67,615,6-1 6-2,3,R16,61,4,0,43,28,21,12,8,0,0,2,1,58,41,18,10,7,8,12
2001-410,Monte Carlo Masters,Clay,64,M,20010416,057,103206,9,,Sebastien Grosjean,R,175,FRA,22.8829568789,15,1700,103819,15,,Roger Federer,R,185,SUI,19.6878850103,22,1290,6-4 6-3,3,QF,73,3,0,57,44,30,9,9,2,2,3,2,71,39,22,17,10,6,9
2001-416,Rome Masters,Clay,64,M,20010507,048,103819,,,Roger Federer,R,185,SUI,19.7453798768,18,1410,103498,2,,Marat Safin,R,193,RUS,21.2758384668,2,4080,4-6 6-4 7-6(5),3,R32,162,6,6,137,78,55,28,16,10,13,4,5,118,57,39,33,16,2,5
2001-416,Rome Masters,Clay,64,M,20010507,056,101965,,,Wayne Ferreira,R,185,RSA,29.6427104723,19,1390,103819,,,Roger Federer,R,185,SUI,19.7453798768,18,1410,7-6(4) 6-2,3,R16,83,1,0,75,37,26,18,10,3,5,5,2,55,28,15,15,10,2,6
2001-416,Rome Masters,Clay,64,M,20010507,031,103819,,,Roger Federer,R,185,SUI,19.7453798768,18,1410,102563,,,Thomas Johansson,R,180,SWE,26.12183436,24,1210,7-6(3) 4-6 7-6(5),3,R64,144,4,3,116,74,55,24,17,4,6,4,6,112,60,40,34,17,3,4
2001-414,Hamburg Masters,Clay,64,M,20010514,029,102644,,,Franco Squillari,L,183,ARG,25.7275838467,19,1373,103819,16,,Roger Federer,R,185,SUI,19.7645448323,18,1480,6-3 6-4,3,R64,65,1,4,67,53,38,5,10,2,3,0,1,47,29,23,6,9,2,5
2001-520,Roland Garros,Clay,128,G,20010528,124,102374,13,,Alex Corretja,R,180,ESP,27.1293634497,13,1825,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,7-5 6-4 7-5,5,QF,161,1,4,127,82,50,23,17,12,16,2,5,104,69,42,15,17,10,17
2001-520,Roland Garros,Clay,128,G,20010528,053,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,102999,,Q,Stefano Galvani,R,178,ITA,23.9835728953,239,147,6-3 6-3 6-3,5,R128,104,10,5,84,44,33,23,14,11,13,0,12,99,44,25,24,13,13,20
2001-520,Roland Garros,Clay,128,G,20010528,119,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,101885,,,Wayne Arthurs,L,190,AUS,30.1957563313,59,693,3-6 6-3 6-4 6-2,5,R16,147,5,3,106,57,45,29,18,3,5,12,9,147,74,53,30,18,19,24
2001-520,Roland Garros,Clay,128,G,20010528,091,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,102227,,,Sargis Sargsian,R,180,ARM,27.9835728953,115,361,4-6 3-6 6-2 6-4 9-7,5,R64,197,9,2,147,97,70,30,26,7,10,2,5,169,104,67,39,27,5,10
2001-520,Roland Garros,Clay,128,G,20010528,110,103819,,,Roger Federer,R,185,SUI,19.8028747433,18,1480,103176,,,David Sanchez,R,183,ESP,23.1047227926,89,482,6-4 6-3 1-6 6-3,5,R32,139,4,3,112,72,54,16,17,14,18,2,4,115,70,41,26,18,10,15
2001-500,Halle,Grass,32,A,20010611,028,102158,2,,Patrick Rafter,R,185,AUS,28.4517453799,10,2185,103819,6,,Roger Federer,R,185,SUI,19.8412046543,14,1580,4-6 7-6(6) 7-6(4),3,QF,125,8,6,103,68,57,18,17,0,2,9,3,109,62,53,23,17,4,5
2001-500,Halle,Grass,32,A,20010611,013,103819,6,,Roger Federer,R,185,SUI,19.8412046543,14,1580,102287,,,Albert Portas,R,188,ESP,27.5701574264,23,1220,6-7(4) 6-4 6-2,3,R32,104,9,7,105,62,50,22,15,6,7,2,8,103,55,37,27,15,6,10
2001-500,Halle,Grass,32,A,20010611,023,103819,6,,Roger Federer,R,185,SUI,19.8412046543,14,1580,102184,,,David Prinosil,R,185,GER,28.257357974,28,1040,7-6(8) 7-5,3,R16,78,8,2,70,46,38,16,12,1,1,4,9,80,39,33,21,12,2,3
2001-440,'s-Hertogenbosch,Grass,32,A,20010618,029,103720,1,,Lleyton Hewitt,R,180,AUS,20.3121149897,6,2715,103819,4,,Roger Federer,R,185,SUI,19.8603696099,15,1580,6-4 6-2,3,SF,75,2,2,67,37,26,14,9,4,6,3,3,57,37,21,7,9,3,8
2001-440,'s-Hertogenbosch,Grass,32,A,20010618,026,103819,4,,Roger Federer,R,185,SUI,19.8603696099,15,1580,103171,,,Raemon Sluiter,R,185,NED,23.1813826146,107,400,6-7(4) 6-4 6-4,3,QF,110,12,7,116,67,53,26,16,8,8,4,7,97,59,47,21,16,2,4
2001-440,'s-Hertogenbosch,Grass,32,A,20010618,019,103819,4,,Roger Federer,R,185,SUI,19.8603696099,15,1580,102770,,WC,John Van Lottum,R,185,NED,25.1882272416,193,198,6-0 6-1,3,R16,43,8,1,43,28,23,8,7,2,2,0,4,41,21,9,5,6,4,9
2001-440,'s-Hertogenbosch,Grass,32,A,20010618,005,103819,4,,Roger Federer,R,185,SUI,19.8603696099,15,1580,102179,,,Antony Dupuis,R,185,FRA,28.3121149897,68,611,7-6(3) 6-4,3,R32,71,2,4,67,45,37,11,11,3,4,1,3,73,52,34,10,11,2,4
2001-540,Wimbledon,Grass,128,G,20010625,068,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,103598,,,Xavier Malisse,R,185,BEL,20.9336071184,53,737,6-3 7-5 3-6 4-6 6-3,5,R64,149,10,1,172,113,75,32,25,22,26,8,4,122,79,60,27,24,3,8
2001-540,Wimbledon,Grass,128,G,20010625,121,102450,6,,Tim Henman,R,185,GBR,26.8008213552,11,1995,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,7-5 7-6(6) 2-6 7-6(6),5,QF,193,7,6,140,89,69,25,22,8,12,12,2,150,91,69,29,22,6,9
2001-540,Wimbledon,Grass,128,G,20010625,098,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,102035,33,,Jonas Bjorkman,R,183,SWE,29.2566735113,41,875,7-6(4) 6-3 7-6(2),5,R32,141,9,4,130,81,59,28,17,10,11,7,8,125,85,60,17,16,6,8
2001-540,Wimbledon,Grass,128,G,20010625,008,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,103294,,,Christophe Rochus,R,170,BEL,22.5270362765,83,528,6-2 6-3 6-2,5,R128,66,18,0,65,50,42,9,13,1,2,0,3,72,35,19,17,12,2,8
2001-540,Wimbledon,Grass,128,G,20010625,113,103819,15,,Roger Federer,R,185,SUI,19.8795345654,15,1580,101948,1,,Pete Sampras,R,185,USA,29.8699520876,6,2790,7-6(7) 5-7 6-4 6-7(2) 7-5,5,R16,221,25,6,181,113,93,35,29,9,11,26,9,189,132,101,26,29,11,14
2001-314,Gstaad,Clay,32,A,20010709,008,103344,,,Ivan Ljubicic,R,193,CRO,22.3080082136,70,593,103819,5,,Roger Federer,R,185,SUI,19.9178644764,14,1825,6-2 6-1,3,R32,50,13,3,44,28,25,10,8,1,1,6,4,48,20,12,12,7,5,9
2001-560,US Open,Hard,128,G,20010827,120,101736,2,,Andre Agassi,R,180,USA,31.3292265572,2,3870,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,6-1 6-2 6-4,5,R16,83,6,1,80,53,38,19,12,9,9,1,2,59,28,17,15,13,1,6
2001-560,US Open,Hard,128,G,20010827,111,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,102854,24,,Sjeng Schalken,R,193,NED,24.9664613279,24,1253,6-4 7-5 7-6(3),5,R32,118,11,7,93,54,47,21,17,1,3,4,3,110,68,45,19,17,2,6
2001-560,US Open,Hard,128,G,20010827,093,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,104068,,WC,Robby Ginepri,R,183,USA,18.8884325804,327,92,6-2 7-5 6-1,5,R64,85,16,2,83,55,44,16,14,5,5,1,8,89,46,29,18,13,4,10
2001-560,US Open,Hard,128,G,20010827,057,103819,13,,Roger Federer,R,185,SUI,20.052019165,13,1815,102694,,,Lars Burgsmuller,R,183,GER,25.7248459959,72,572,6-4 6-4 6-4,5,R128,123,13,6,110,68,48,25,15,10,10,2,4,93,48,32,27,15,7,10
2001-438,Moscow,Carpet,32,A,20011001,012,103017,,,Nicolas Kiefer,R,183,GER,24.2409308693,39,910,103819,3,,Roger Federer,R,185,SUI,20.1478439425,12,1810,6-3 1-6 7-6(4),3,R32,116,3,7,83,37,31,23,14,1,4,8,1,80,51,37,19,14,2,4
2001-337,Vienna,Hard,32,A,20011008,027,102905,,WC,Stefan Koubek,L,175,AUT,24.7638603696,90,478,103819,4,,Roger Federer,R,185,SUI,20.167008898,12,1810,7-6(3) 7-5,3,QF,97,4,3,87,54,41,20,12,7,7,3,1,75,49,34,16,12,1,2
2001-337,Vienna,Hard,32,A,20011008,022,103819,4,,Roger Federer,R,185,SUI,20.167008898,12,1810,102610,,,Albert Costa,R,180,ESP,26.288843258,33,1010,7-6(1) 6-2,3,R16,87,6,2,79,41,34,18,10,7,8,4,3,60,33,25,14,10,3,6
2001-337,Vienna,Hard,32,A,20011008,012,103819,4,,Roger Federer,R,185,SUI,20.167008898,12,1810,103454,,LL,Nicolas Massu,R,183,CHI,21.9958932238,78,530,4-6 7-6(8) 6-4,3,R32,162,16,5,108,69,49,19,16,4,7,4,2,124,72,52,24,16,14,17
2001-357,Stuttgart Masters,Hard,48,M,20011015,026,101965,,,Wayne Ferreira,R,185,RSA,30.083504449,36,995,103819,11,,Roger Federer,R,185,SUI,20.1861738535,12,1775,7-6(1) 3-6 6-2,3,R32,105,11,0,78,44,38,21,14,1,2,7,2,111,64,40,28,15,6,8
2001-328,Basel,Carpet,32,A,20011022,029,103819,4,,Roger Federer,R,185,SUI,20.205338809,13,1745,102369,,,Julien Boutter,R,190,FRA,27.5482546201,64,610,7-6(3) 6-4,3,SF,90,10,1,70,42,36,16,11,1,1,5,5,68,40,30,14,11,1,2
2001-328,Basel,Carpet,32,A,20011022,026,103819,4,,Roger Federer,R,185,SUI,20.205338809,13,1745,104053,6,,Andy Roddick,R,188,USA,19.1457905544,16,1610,3-6 6-3 7-6(5),3,QF,101,11,2,84,51,43,18,15,1,3,9,1,93,54,41,22,15,4,6
2001-328,Basel,Carpet,32,A,20011022,019,103819,4,,Roger Federer,R,185,SUI,20.205338809,13,1745,103598,,,Xavier Malisse,R,185,BEL,21.2594113621,39,982,6-3 6-4,3,R16,63,6,1,54,31,28,13,10,0,0,3,1,58,33,24,13,9,1,3
2001-328,Basel,Carpet,32,A,20011022,031,102450,2,,Tim Henman,R,185,GBR,27.1266255989,11,2075,103819,4,,Roger Federer,R,185,SUI,20.205338809,13,1745,6-3 6-4 6-2,5,F,115,7,2,89,63,48,14,14,3,3,2,2,91,51,35,19,13,3,7
2001-328,Basel,Carpet,32,A,20011022,005,103819,4,,Roger Federer,R,185,SUI,20.205338809,13,1745,102610,,,Albert Costa,R,180,ESP,26.3271731691,34,1020,6-3 6-3,3,R32,62,9,2,49,32,28,10,9,3,3,2,1,61,41,27,9,9,5,8
